date,brand,product_type,skin_type,hair_type,country,sales_channel,units_sold,unit_price_usd,cost_usd,discount_pct,marketing_spend_usd,on_promotion,customer_rating,returns_units,stock_level,revenue_usd,profit_usd
2023-06-27,TRESemmé,Hair Mask,Oily,Wavy,Argentina,Pharmacy,1606,4.99,1.23,6.27,2971.84,1,4.45,41,4143,8013.94,3066.72
2023-06-28,Sedal,Shampoo,Sensitive,Coily,Mexico,Supermarket,5684,3.0,2.29,4.48,2282.62,1,3.21,98,24245,17052.0,1753.02
2023-06-29,Rexona,Face Cream,Sensitive,Curly,Chile,Wholesale,1749,11.6,6.7,15.1,5690.56,1,3.75,136,2072,20288.4,2879.54
2023-06-30,Axe,Deodorant,Sensitive,Wavy,Colombia,Supermarket,5739,7.08,5.37,27.64,6458.47,0,4.6,97,11924,40632.12,3355.22
2023-07-01,Rexona,Hair Mask,Sensitive,Straight,Colombia,Pharmacy,431,9.4,6.24,2.82,1842.31,0,4.75,120,21540,4051.4,-480.35
2023-07-02,Dove,Hair Mask,Sensitive,Coily,Argentina,Online,4557,14.13,6.39,29.91,4477.51,0,4.75,112,4353,64390.41,30793.67
2023-07-03,Rexona,Face Cream,Normal,Coily,Chile,Online,2485,9.7,1.7,32.33,3178.02,0,3.88,21,19912,24104.5,16701.98
2023-07-04,Dove,Deodorant,Oily,Coily,Mexico,Wholesale,1197,6.16,7.92,26.58,3186.44,0,4.55,22,3799,7373.52,-5293.16
2023-07-05,Lux,Conditioner,Sensitive,Curly,Mexico,Supermarket,1081,5.43,1.54,21.94,6401.86,1,3.84,109,13958,5869.83,-2196.77
2023-07-06,TRESemmé,Face Cream,Normal,Coily,Brazil,Pharmacy,5342,15.63,7.8,32.28,4765.16,0,4.6,2,6733,83495.46,37062.7
2023-07-07,Lux,Hair Mask,Normal,Straight,Chile,Online,3308,13.64,8.82,25.79,5293.95,0,4.89,115,24086,45121.12,10650.61
2023-07-08,Sedal,Body Wash,Normal,Curly,Brazil,Pharmacy,2008,7.18,1.26,32.19,1685.43,0,3.21,20,20261,14417.44,10201.93
2023-07-09,Rexona,Body Wash,Combination,Wavy,Brazil,Wholesale,2036,17.53,1.23,0.56,3106.9,1,3.23,24,4461,35691.08,30079.9
2023-07-10,TRESemmé,Hair Mask,Combination,Wavy,Brazil,Online,1416,9.83,8.86,26.37,3564.19,0,4.17,132,11699,13919.28,-2190.67
2023-07-11,Dove,Face Cream,Sensitive,Curly,Chile,Supermarket,3643,12.32,7.04,16.21,5639.12,1,3.74,0,8148,44881.76,13595.92
2023-07-12,Sedal,Hair Mask,Combination,Wavy,Chile,Wholesale,5913,16.36,5.9,5.06,4113.95,1,3.22,21,23405,96736.68,57736.03
2023-07-13,Axe,Conditioner,Normal,Wavy,Mexico,Pharmacy,2259,3.9,7.89,24.04,6444.92,1,4.49,36,16397,8810.1,-15458.33
2023-07-14,Sedal,Body Wash,Dry,Coily,Mexico,Supermarket,4790,5.23,6.6,21.98,3766.09,0,3.98,126,11286,25051.7,-10328.39
2023-07-15,Sedal,Body Wash,Oily,Coily,Argentina,Supermarket,5530,12.65,8.63,20.05,3072.36,1,4.83,40,4035,69954.5,19158.24
2023-07-16,TRESemmé,Hair Mask,Sensitive,Curly,Colombia,Supermarket,874,14.24,8.34,4.94,2025.48,1,5.0,144,15784,12445.76,3131.12
2023-07-17,Rexona,Shampoo,Sensitive,Coily,Mexico,Online,3193,17.41,6.07,21.72,4516.72,0,3.48,87,19321,55590.13,31691.9
2023-07-18,Axe,Hair Mask,Dry,Straight,Mexico,Supermarket,720,6.58,8.92,14.38,1756.34,1,3.56,48,14364,4737.6,-3441.14
2023-07-19,Axe,Shampoo,Oily,Straight,Argentina,Wholesale,3597,5.78,2.61,12.0,5391.14,1,4.18,75,9990,20790.66,6011.35
2023-07-20,Rexona,Hair Mask,Normal,Straight,Argentina,Supermarket,5275,17.45,5.18,26.14,808.2,0,4.38,122,22660,92048.75,63916.05
2023-07-21,Lux,Deodorant,Dry,Straight,Brazil,Wholesale,1882,9.04,5.23,2.22,1871.84,0,4.68,34,7568,17013.28,5298.58
2023-07-22,TRESemmé,Deodorant,Combination,Wavy,Colombia,Supermarket,5584,4.15,2.6,16.09,5297.21,0,4.53,81,13134,23173.6,3357.99
2023-07-23,Rexona,Face Cream,Normal,Straight,Colombia,Supermarket,1589,12.16,5.41,21.35,798.19,1,4.54,113,4652,19322.24,9927.56
2023-07-24,Axe,Hair Mask,Dry,Coily,Argentina,Wholesale,5073,4.65,6.06,16.33,583.5,0,4.68,139,5413,23589.45,-7736.43
2023-07-25,Rexona,Deodorant,Dry,Wavy,Brazil,Supermarket,2832,10.3,3.45,5.95,2053.78,1,4.99,90,24395,29169.6,17345.42
2023-07-26,Dove,Face Cream,Oily,Straight,Mexico,Wholesale,3365,5.74,9.28,12.18,3531.88,1,4.11,15,12477,19315.1,-15443.98
2023-07-27,Sedal,Shampoo,Dry,Wavy,Chile,Online,2400,7.97,3.28,31.86,3646.21,0,3.67,43,2644,19128.0,7609.79
2023-07-28,Dove,Deodorant,Normal,Coily,Chile,Wholesale,5432,16.08,4.36,24.33,976.84,1,4.45,11,15524,87346.56,62686.2
2023-07-29,Sedal,Face Cream,Oily,Curly,Mexico,Supermarket,3145,5.68,1.64,1.19,5756.14,0,3.82,36,20945,17863.6,6949.66
2023-07-30,Lux,Body Wash,Dry,Curly,Argentina,Supermarket,5598,9.54,2.01,27.86,3996.06,1,4.29,52,18172,53404.92,38156.88
2023-07-31,Lux,Shampoo,Sensitive,Straight,Colombia,Wholesale,5265,12.35,6.01,4.34,2389.07,1,4.72,57,203,65022.75,30991.03
2023-08-01,Lux,Face Cream,Sensitive,Wavy,Colombia,Online,5142,13.2,3.36,21.32,1856.3,1,4.76,113,3209,67874.4,48740.98
2023-08-02,Sedal,Body Wash,Normal,Coily,Mexico,Wholesale,3734,16.67,8.47,27.76,555.35,0,3.27,15,17143,62245.78,30063.45
2023-08-03,Axe,Conditioner,Normal,Curly,Mexico,Supermarket,4447,4.1,3.26,7.0,740.34,1,4.81,107,8412,18232.7,2995.14
2023-08-04,Rexona,Hair Mask,Combination,Curly,Mexico,Supermarket,4366,7.35,2.62,5.71,1299.96,0,3.24,106,19551,32090.1,19351.22
2023-08-05,TRESemmé,Conditioner,Oily,Coily,Mexico,Supermarket,586,10.95,4.98,4.78,367.51,0,4.11,14,2768,6416.7,3130.91
2023-08-06,Rexona,Face Cream,Dry,Straight,Mexico,Supermarket,984,4.67,8.23,20.24,6312.82,0,4.08,113,22563,4595.28,-9815.86
2023-08-07,TRESemmé,Conditioner,Oily,Curly,Argentina,Pharmacy,714,9.64,2.44,27.77,682.96,0,3.86,109,20347,6882.96,4457.84
2023-08-08,Rexona,Hair Mask,Sensitive,Wavy,Argentina,Wholesale,554,3.35,7.31,19.19,2185.0,0,4.21,64,15935,1855.9,-4378.84
2023-08-09,Axe,Face Cream,Dry,Coily,Colombia,Online,3324,7.25,2.69,2.89,5641.62,1,4.15,27,15394,24099.0,9515.82
2023-08-10,Sedal,Hair Mask,Normal,Wavy,Mexico,Supermarket,4740,11.96,4.36,9.43,2219.41,1,4.06,104,4063,56690.4,33804.59
2023-08-11,Axe,Hair Mask,Normal,Coily,Chile,Wholesale,3591,8.43,5.0,4.97,1389.78,1,4.04,126,8417,30272.13,10927.35
2023-08-12,Lux,Conditioner,Sensitive,Wavy,Colombia,Wholesale,4525,13.94,9.35,23.67,6411.25,0,3.77,103,21150,63078.5,14358.5
2023-08-13,Sedal,Deodorant,Dry,Curly,Mexico,Wholesale,1612,13.93,1.88,22.46,4593.44,0,4.17,39,15746,22455.16,14831.16
2023-08-14,Axe,Face Cream,Normal,Coily,Colombia,Wholesale,2981,16.02,8.07,23.94,2076.09,1,3.76,139,15459,47755.62,21622.86
2023-08-15,Axe,Conditioner,Sensitive,Coily,Brazil,Online,2416,17.08,2.74,27.27,1018.26,1,4.93,119,904,41265.28,33627.18
2023-08-16,Dove,Deodorant,Combination,Coily,Colombia,Supermarket,4048,7.62,9.02,2.4,1044.31,1,3.5,122,23225,30845.76,-6711.51
2023-08-17,Dove,Shampoo,Normal,Wavy,Argentina,Online,1508,14.21,7.57,20.61,6198.13,1,4.81,141,614,21428.68,3814.99
2023-08-18,Lux,Deodorant,Dry,Curly,Argentina,Supermarket,4253,3.46,4.78,31.51,4720.96,1,4.67,84,10018,14715.38,-10334.92
2023-08-19,TRESemmé,Deodorant,Normal,Coily,Mexico,Online,2303,10.44,8.62,0.43,4974.27,0,3.69,44,23958,24043.32,-782.81
2023-08-20,Dove,Conditioner,Oily,Wavy,Chile,Supermarket,2937,15.3,3.74,6.82,3432.76,0,4.44,126,5640,44936.1,30518.96
2023-08-21,TRESemmé,Hair Mask,Oily,Curly,Argentina,Pharmacy,3209,12.3,4.38,32.12,5614.53,1,3.79,35,22682,39470.7,19800.75
2023-08-22,Axe,Conditioner,Sensitive,Curly,Brazil,Wholesale,3392,11.38,7.81,24.39,3746.17,0,4.29,87,7997,38600.96,8363.27
2023-08-23,TRESemmé,Deodorant,Combination,Curly,Colombia,Supermarket,4179,3.78,6.68,12.27,6435.05,1,4.04,111,21374,15796.62,-18554.15
2023-08-24,TRESemmé,Shampoo,Oily,Coily,Chile,Online,5300,11.14,1.3,6.76,6442.47,0,3.73,5,2955,59042.0,45709.53
2023-08-25,Axe,Conditioner,Normal,Coily,Colombia,Supermarket,2327,15.19,6.55,2.77,3362.72,1,3.22,115,1982,35347.13,16742.56
2023-08-26,Dove,Body Wash,Oily,Wavy,Mexico,Online,4203,4.99,8.32,30.4,3034.04,1,4.52,4,4497,20972.97,-17030.03
2023-08-27,TRESemmé,Deodorant,Dry,Straight,Colombia,Wholesale,5743,7.97,6.66,29.57,769.18,0,4.04,143,21757,45771.71,6754.15
2023-08-28,Lux,Conditioner,Oily,Curly,Chile,Wholesale,4050,11.41,5.8,14.13,3899.97,0,4.7,41,2745,46210.5,18820.53
2023-08-29,Dove,Body Wash,Combination,Coily,Brazil,Online,1643,3.51,3.37,17.33,4361.57,1,4.43,146,6142,5766.93,-4131.55
2023-08-30,Sedal,Shampoo,Sensitive,Straight,Chile,Pharmacy,3806,8.24,3.96,24.02,3756.86,0,3.31,65,1214,31361.44,12532.82
2023-08-31,Sedal,Conditioner,Sensitive,Curly,Colombia,Supermarket,3124,8.77,4.03,29.02,6110.05,1,4.36,53,2946,27397.48,8697.71
2023-09-01,Rexona,Face Cream,Normal,Curly,Colombia,Pharmacy,3166,12.91,6.24,29.97,943.7,1,4.59,13,20780,40873.06,20173.52
2023-09-02,Dove,Face Cream,Oily,Straight,Brazil,Pharmacy,5014,11.17,5.08,6.86,2251.51,1,4.46,36,2665,56006.38,28283.75
2023-09-03,Dove,Hair Mask,Normal,Coily,Brazil,Online,5730,17.3,1.82,6.63,2254.52,1,3.92,91,4046,99129.0,86445.88
2023-09-04,Sedal,Deodorant,Sensitive,Curly,Argentina,Pharmacy,105,12.97,5.64,29.53,2248.92,0,4.55,68,24505,1361.85,-1479.27
2023-09-05,TRESemmé,Face Cream,Oily,Coily,Colombia,Supermarket,2552,11.64,9.4,18.76,5833.65,1,3.77,93,8244,29705.28,-117.17
2023-09-06,Sedal,Body Wash,Dry,Wavy,Brazil,Wholesale,3237,5.36,1.46,23.0,3530.45,0,3.29,42,7431,17350.32,9093.85
2023-09-07,Dove,Hair Mask,Oily,Wavy,Colombia,Supermarket,4862,9.21,2.8,9.53,4607.78,0,3.36,18,19727,44779.02,26557.64
2023-09-08,Lux,Shampoo,Dry,Wavy,Chile,Wholesale,323,8.27,3.47,5.05,2247.43,1,4.98,26,21736,2671.21,-697.03
2023-09-09,Rexona,Face Cream,Sensitive,Straight,Chile,Wholesale,2824,14.13,2.23,3.84,4188.01,1,3.9,102,8274,39903.12,29417.59
2023-09-10,Sedal,Shampoo,Oily,Coily,Chile,Wholesale,2896,16.95,3.22,0.37,1376.86,0,3.3,14,21578,49087.2,38385.22
2023-09-11,Lux,Deodorant,Sensitive,Curly,Argentina,Pharmacy,5740,11.74,5.84,12.37,5702.9,0,4.15,136,3372,67387.6,28163.1
2023-09-12,Sedal,Face Cream,Dry,Straight,Brazil,Online,5737,8.79,4.99,23.73,5110.91,0,3.31,98,8007,50428.23,16689.69
2023-09-13,Rexona,Deodorant,Dry,Straight,Colombia,Wholesale,1035,6.46,5.37,8.75,4529.86,0,3.55,130,2414,6686.1,-3401.71
2023-09-14,Lux,Deodorant,Oily,Wavy,Argentina,Wholesale,666,17.77,9.18,4.83,1214.62,0,4.0,39,22752,11834.82,4506.32
2023-09-15,Axe,Shampoo,Sensitive,Straight,Colombia,Online,2278,6.0,4.23,15.4,2368.09,0,4.79,84,3133,13668.0,1663.97
2023-09-16,TRESemmé,Hair Mask,Normal,Coily,Brazil,Supermarket,1428,17.75,3.92,15.53,675.56,1,4.72,104,16847,25347.0,19073.68
2023-09-17,TRESemmé,Conditioner,Dry,Wavy,Mexico,Pharmacy,495,5.83,3.07,7.43,388.98,0,3.96,84,7077,2885.85,977.22
2023-09-18,Lux,Shampoo,Sensitive,Coily,Colombia,Supermarket,2133,3.71,9.1,9.64,4316.7,0,4.54,98,6208,7913.43,-15813.57
2023-09-19,Rexona,Shampoo,Dry,Straight,Colombia,Wholesale,4565,12.57,2.07,27.6,2382.63,0,3.38,75,14416,57382.05,45549.87
2023-09-20,Rexona,Body Wash,Sensitive,Curly,Argentina,Pharmacy,1845,8.93,7.41,3.41,570.91,1,3.7,54,16275,16475.85,2233.49
2023-09-21,Axe,Deodorant,Normal,Curly,Argentina,Supermarket,2315,12.06,6.42,19.42,5552.54,1,5.0,92,17414,27918.9,7504.06
2023-09-22,TRESemmé,Deodorant,Sensitive,Coily,Brazil,Supermarket,4710,6.74,5.81,11.6,4964.57,1,4.04,124,612,31745.4,-584.27
2023-09-23,Rexona,Shampoo,Oily,Straight,Chile,Pharmacy,2682,15.14,2.73,5.81,2024.25,0,4.44,97,23815,40605.48,31259.37
2023-09-24,Lux,Body Wash,Normal,Wavy,Colombia,Online,4202,3.5,2.09,19.12,5510.67,1,4.24,139,23665,14707.0,414.15
2023-09-25,Axe,Deodorant,Sensitive,Curly,Brazil,Pharmacy,1016,10.91,1.76,4.78,1295.4,0,4.53,10,2003,11084.56,8001.0
2023-09-26,Rexona,Body Wash,Sensitive,Straight,Mexico,Wholesale,2151,15.21,2.75,21.0,4825.49,1,4.58,136,564,32716.71,21975.97
2023-09-27,Rexona,Hair Mask,Combination,Wavy,Argentina,Online,5484,12.38,6.18,13.7,701.0,1,3.46,43,16902,67891.92,33299.8
2023-09-28,Lux,Conditioner,Oily,Wavy,Colombia,Wholesale,5510,8.86,9.07,6.54,1900.09,1,3.53,8,4387,48818.6,-3057.19
2023-09-29,Dove,Hair Mask,Sensitive,Coily,Brazil,Wholesale,4524,17.34,5.85,8.65,2163.97,1,3.53,10,3125,78446.16,49816.79
2023-09-30,Axe,Hair Mask,Oily,Wavy,Colombia,Wholesale,2522,10.46,6.99,12.26,4047.28,0,3.7,69,9940,26380.12,4704.06
2023-10-01,Axe,Deodorant,Combination,Coily,Mexico,Wholesale,3814,8.1,7.58,29.63,5101.62,1,4.23,79,24976,30893.4,-3118.34
2023-10-02,Dove,Face Cream,Combination,Coily,Argentina,Online,3100,11.25,5.87,10.45,2700.35,1,4.44,114,14886,34875.0,13977.65
2023-10-03,Sedal,Body Wash,Oily,Curly,Brazil,Online,2492,8.2,5.73,25.53,1732.37,0,3.64,99,17137,20434.4,4422.87
2023-10-04,Lux,Deodorant,Dry,Coily,Chile,Wholesale,3857,8.14,5.99,8.96,1173.93,1,4.34,110,3798,31395.98,7118.62
2023-10-05,Rexona,Shampoo,Combination,Straight,Mexico,Wholesale,5260,9.01,2.29,8.64,6387.65,1,4.03,41,7524,47392.6,28959.55
2023-10-06,Axe,Shampoo,Combination,Wavy,Mexico,Online,4637,3.03,7.58,14.39,460.96,0,4.1,74,6161,14050.11,-21559.31
2023-10-07,Axe,Face Cream,Oily,Curly,Argentina,Pharmacy,2005,17.0,9.23,20.33,2895.68,1,4.08,125,10372,34085.0,12683.17
2023-10-08,Dove,Body Wash,Oily,Wavy,Brazil,Pharmacy,3278,10.23,4.6,25.39,5376.35,0,3.39,43,8085,33533.94,13078.79
2023-10-09,TRESemmé,Body Wash,Combination,Coily,Brazil,Wholesale,2797,6.17,3.53,17.92,4464.37,0,3.44,78,2854,17257.49,2919.71
2023-10-10,Sedal,Hair Mask,Normal,Wavy,Argentina,Wholesale,1861,10.6,6.66,27.5,1847.1,1,4.46,3,10713,19726.6,5485.24
2023-10-11,TRESemmé,Shampoo,Normal,Coily,Argentina,Pharmacy,2527,3.82,2.42,11.46,4084.42,1,4.94,118,11954,9653.14,-546.62
2023-10-12,Axe,Face Cream,Sensitive,Straight,Mexico,Supermarket,5752,12.42,5.07,26.93,292.89,1,3.98,14,16678,71439.84,41984.31
2023-10-13,TRESemmé,Conditioner,Oily,Curly,Brazil,Pharmacy,271,6.3,5.81,28.14,6446.59,0,3.92,38,6847,1707.3,-6313.8
2023-10-14,TRESemmé,Body Wash,Normal,Curly,Colombia,Pharmacy,5811,10.37,2.75,34.06,5983.92,0,3.45,136,15935,60260.07,38295.9
2023-10-15,Dove,Conditioner,Dry,Straight,Mexico,Online,4226,14.75,8.8,29.23,687.94,1,3.42,20,399,62333.5,24456.76
2023-10-16,Axe,Body Wash,Combination,Coily,Mexico,Supermarket,434,7.29,2.76,1.25,3358.96,0,4.22,94,10982,3163.86,-1392.94
2023-10-17,Lux,Shampoo,Combination,Wavy,Chile,Online,1070,7.96,7.91,22.41,2337.23,1,4.54,18,19194,8517.2,-2283.73
2023-10-18,Axe,Face Cream,Dry,Curly,Argentina,Pharmacy,2562,14.1,7.19,20.04,5638.88,0,3.23,42,23360,36124.2,12064.54
2023-10-19,Rexona,Shampoo,Combination,Coily,Argentina,Wholesale,2507,7.09,7.75,2.82,5289.13,0,4.41,90,10070,17774.63,-6943.75
2023-10-20,Axe,Shampoo,Normal,Curly,Brazil,Supermarket,717,14.98,3.47,11.37,934.13,1,4.61,112,933,10740.66,7318.54
2023-10-21,Sedal,Conditioner,Oily,Straight,Brazil,Wholesale,4041,3.7,3.32,31.7,2631.65,0,4.84,40,13537,14951.7,-1096.07
2023-10-22,TRESemmé,Body Wash,Dry,Straight,Mexico,Online,1538,6.93,1.45,24.56,5809.43,1,3.92,20,21650,10658.34,2618.81
2023-10-23,Lux,Body Wash,Normal,Wavy,Mexico,Supermarket,1825,8.82,3.04,27.05,1354.3,0,3.39,122,21281,16096.5,9194.2
2023-10-24,Dove,Deodorant,Oily,Coily,Colombia,Pharmacy,1101,10.68,4.68,5.63,1218.41,1,3.56,40,10594,11758.68,5387.59
2023-10-25,Sedal,Hair Mask,Dry,Wavy,Brazil,Pharmacy,2455,10.96,4.29,29.14,1633.91,0,4.31,14,2031,26906.8,14740.94
2023-10-26,Dove,Conditioner,Normal,Curly,Argentina,Supermarket,5146,8.43,2.04,22.4,3352.35,0,3.67,140,24604,43380.78,29530.59
2023-10-27,Sedal,Body Wash,Oily,Wavy,Mexico,Pharmacy,2704,13.92,9.05,32.67,5923.53,1,4.03,31,1865,37639.68,7244.95
2023-10-28,Sedal,Hair Mask,Sensitive,Curly,Argentina,Supermarket,1936,6.01,8.15,34.65,6144.91,0,3.69,138,5965,11635.36,-10287.95
2023-10-29,Dove,Face Cream,Oily,Straight,Colombia,Online,5092,13.54,6.63,34.91,5504.88,1,4.98,130,11514,68945.68,29680.84
2023-10-30,Dove,Hair Mask,Normal,Coily,Colombia,Supermarket,195,14.93,2.36,18.28,882.33,0,4.08,143,12602,2911.35,1568.82
2023-10-31,Axe,Shampoo,Sensitive,Straight,Mexico,Online,3022,16.82,6.78,23.59,5062.97,1,4.01,61,5723,50830.04,25277.91
2023-11-01,Dove,Body Wash,Oily,Coily,Chile,Wholesale,4081,15.36,9.48,8.08,4872.43,0,3.83,100,1669,62684.16,19123.85
2023-11-02,TRESemmé,Deodorant,Oily,Coily,Mexico,Wholesale,3053,2.88,7.68,22.27,4441.5,1,3.83,43,14501,8792.64,-19095.9
2023-11-03,Lux,Face Cream,Sensitive,Curly,Colombia,Online,4435,15.13,3.18,26.69,1315.81,1,4.48,92,24761,67101.55,51682.44
2023-11-04,TRESemmé,Deodorant,Sensitive,Curly,Argentina,Pharmacy,5356,5.72,5.72,18.16,1753.82,0,3.3,123,2251,30636.32,-1753.82
2023-11-05,Lux,Body Wash,Combination,Curly,Argentina,Pharmacy,5835,9.95,6.69,29.76,5094.12,1,4.54,27,18247,58058.25,13927.98
2023-11-06,Axe,Body Wash,Sensitive,Wavy,Mexico,Wholesale,4799,4.81,2.92,23.19,764.26,0,4.24,88,4888,23083.19,8305.85
2023-11-07,Axe,Shampoo,Dry,Curly,Colombia,Online,4291,12.39,4.74,29.44,2679.21,1,4.27,76,20765,53165.49,30146.94
2023-11-08,Axe,Hair Mask,Combination,Coily,Colombia,Online,5452,6.75,9.2,33.64,5951.54,0,3.82,12,21329,36801.0,-19308.94
2023-11-09,Dove,Conditioner,Sensitive,Straight,Colombia,Wholesale,1547,11.76,1.87,3.56,4416.46,1,5.0,28,12699,18192.72,10883.37
2023-11-10,Dove,Shampoo,Dry,Wavy,Mexico,Pharmacy,4229,3.06,5.49,9.31,3301.71,1,3.87,37,13656,12940.74,-13578.18
2023-11-11,Axe,Hair Mask,Dry,Coily,Mexico,Supermarket,1031,2.67,6.49,27.49,1154.43,0,4.22,70,17671,2752.77,-5092.85
2023-11-12,Sedal,Deodorant,Dry,Straight,Mexico,Pharmacy,379,15.16,6.78,0.67,913.83,0,4.99,42,3488,5745.64,2262.19
2023-11-13,Sedal,Deodorant,Combination,Straight,Brazil,Supermarket,1476,4.92,7.14,5.18,6028.99,0,4.5,111,10751,7261.92,-9305.71
2023-11-14,Lux,Hair Mask,Sensitive,Curly,Chile,Supermarket,2846,4.21,3.62,20.25,1634.75,1,4.53,73,2516,11981.66,44.39
2023-11-15,Axe,Hair Mask,Dry,Coily,Mexico,Wholesale,2259,4.08,5.53,22.5,3535.75,0,3.93,42,3337,9216.72,-6811.3
2023-11-16,TRESemmé,Shampoo,Normal,Straight,Chile,Pharmacy,5887,11.4,4.76,16.78,3440.49,1,4.27,128,22266,67111.8,35649.19
2023-11-17,Axe,Body Wash,Normal,Coily,Argentina,Online,1677,5.69,7.98,1.57,5890.36,1,4.69,128,14846,9542.13,-9730.69
2023-11-18,Sedal,Deodorant,Oily,Curly,Brazil,Wholesale,1263,6.76,8.66,15.2,6255.96,0,3.63,68,3082,8537.88,-8655.66
2023-11-19,TRESemmé,Body Wash,Combination,Curly,Chile,Online,3213,10.32,4.91,20.56,4316.64,1,4.62,27,15470,33158.16,13065.69
2023-11-20,Dove,Face Cream,Oily,Wavy,Brazil,Pharmacy,5658,8.73,8.09,27.48,729.8,1,3.27,6,7548,49394.34,2891.32
2023-11-21,Lux,Deodorant,Sensitive,Coily,Colombia,Online,3435,14.16,2.47,2.94,2855.79,1,3.32,101,6126,48639.6,37299.36
2023-11-22,Sedal,Face Cream,Sensitive,Coily,Brazil,Supermarket,391,13.38,6.12,2.37,315.49,1,3.98,41,12606,5231.58,2523.17
2023-11-23,Dove,Hair Mask,Oily,Curly,Colombia,Pharmacy,4507,16.83,7.2,18.86,2458.33,0,4.63,7,19221,75852.81,40944.08
2023-11-24,Axe,Body Wash,Normal,Straight,Brazil,Wholesale,1121,9.18,4.83,1.02,2545.37,1,4.23,139,10613,10290.78,2330.98
2023-11-25,Rexona,Conditioner,Combination,Wavy,Brazil,Wholesale,3036,8.41,6.96,1.92,310.64,1,3.67,49,24825,25532.76,4091.56
2023-11-26,Axe,Hair Mask,Dry,Coily,Colombia,Wholesale,619,4.56,7.39,14.09,2826.92,1,4.39,142,22210,2822.64,-4578.69
2023-11-27,Sedal,Hair Mask,Normal,Straight,Argentina,Wholesale,811,9.43,7.82,26.98,3385.99,0,4.89,74,16234,7647.73,-2080.28
2023-11-28,Axe,Deodorant,Normal,Coily,Mexico,Online,3750,7.87,9.19,32.0,371.94,0,3.87,134,1031,29512.5,-5321.94
2023-11-29,Dove,Deodorant,Normal,Coily,Argentina,Pharmacy,4169,6.42,1.89,8.59,2367.56,0,4.89,87,10553,26764.98,16518.01
2023-11-30,Axe,Face Cream,Normal,Straight,Colombia,Pharmacy,354,11.22,8.12,4.06,1822.91,0,3.37,64,19815,3971.88,-725.51
2023-12-01,Rexona,Face Cream,Sensitive,Coily,Brazil,Wholesale,3464,13.72,2.33,21.79,4753.28,0,4.41,87,9757,47526.08,34701.68
2023-12-02,Lux,Shampoo,Oily,Straight,Brazil,Online,4039,3.24,3.63,21.19,6068.3,0,4.73,71,17627,13086.36,-7643.51
2023-12-03,Lux,Shampoo,Normal,Curly,Argentina,Supermarket,3243,12.29,2.67,12.97,3508.52,0,3.55,44,5641,39856.47,27689.14
2023-12-04,Sedal,Body Wash,Oily,Straight,Colombia,Wholesale,2324,10.12,6.82,17.86,3323.55,0,3.89,133,21497,23518.88,4345.65
2023-12-05,TRESemmé,Hair Mask,Oily,Curly,Argentina,Online,4216,12.58,6.48,6.86,3579.99,0,3.55,7,24500,53037.28,22137.61
2023-12-06,TRESemmé,Deodorant,Dry,Wavy,Argentina,Pharmacy,851,2.81,1.73,17.64,4659.81,0,4.38,88,8396,2391.31,-3740.73
2023-12-07,Dove,Body Wash,Dry,Coily,Mexico,Wholesale,3776,10.8,4.89,21.51,2325.31,0,4.08,12,14254,40780.8,19990.85
2023-12-08,Lux,Shampoo,Combination,Straight,Argentina,Pharmacy,2791,16.76,6.09,0.1,2848.83,1,3.82,21,17812,46777.16,26931.14
2023-12-09,TRESemmé,Face Cream,Dry,Curly,Argentina,Wholesale,1926,12.54,2.16,8.96,4867.1,0,3.83,97,3367,24152.04,15124.78
2023-12-10,Axe,Conditioner,Dry,Wavy,Chile,Supermarket,2154,14.22,6.51,14.73,1380.11,0,3.59,103,3845,30629.88,15227.23
2023-12-11,Sedal,Body Wash,Oily,Curly,Mexico,Supermarket,2253,11.1,7.56,17.29,4829.0,0,3.86,60,12588,25008.3,3146.62
2023-12-12,Lux,Deodorant,Sensitive,Coily,Chile,Pharmacy,593,10.09,7.5,25.41,1972.59,1,4.79,43,9670,5983.37,-436.72
2023-12-13,TRESemmé,Conditioner,Dry,Curly,Mexico,Wholesale,1300,13.66,6.7,14.66,6395.19,0,3.58,118,16976,17758.0,2652.81
2023-12-14,Rexona,Body Wash,Combination,Straight,Chile,Online,4051,13.67,4.65,19.34,4701.2,0,3.98,58,13245,55377.17,31838.82
2023-12-15,Sedal,Body Wash,Normal,Wavy,Brazil,Pharmacy,2245,2.76,3.93,18.49,1078.19,0,3.77,72,12689,6196.2,-3704.84
2023-12-16,Dove,Hair Mask,Normal,Wavy,Chile,Pharmacy,2261,5.15,3.94,25.9,5484.68,0,4.32,23,17302,11644.15,-2748.87
2023-12-17,Lux,Face Cream,Normal,Wavy,Colombia,Wholesale,218,7.25,7.98,14.36,1067.34,0,4.79,119,23167,1580.5,-1226.48
2023-12-18,Rexona,Face Cream,Normal,Straight,Argentina,Wholesale,4868,14.04,4.2,30.98,5685.77,0,4.17,44,1981,68346.72,42215.35
2023-12-19,Rexona,Deodorant,Oily,Straight,Chile,Supermarket,5165,16.72,8.66,34.11,3244.34,1,4.42,52,15144,86358.8,38385.56
2023-12-20,TRESemmé,Body Wash,Oily,Wavy,Colombia,Online,314,8.93,5.74,30.44,297.57,0,4.76,34,23117,2804.02,704.09
2023-12-21,Lux,Hair Mask,Dry,Curly,Mexico,Supermarket,2272,11.09,3.55,31.84,2784.49,1,4.24,99,22512,25196.48,14346.39
